"MgmtID","StandID","Year","RmvCode","Age","Tpa","TPrdTpa","BA","SDI","CCF","TopHt","QMD","MCuFt","TPrdMCuFt","SCuFt","TPrdSCuFt","SBdFt","TPrdSBdFt","RTpa","RMCuFt","RSCuFt","RSBdFt","PrdLen","Acc","Mort","MAI","ForTyp","SizeCls","StkCls","RunTitle","CaseID"
"A009","360211302486","2015","0",93,15384.3701171875,15384.3701171875,190.351715087891,371,339,116,1.50617289543152,5970.00830078125,5970.00830078125,4807.40185546875,4807.40185546875,31669.361328125,31669.361328125,0,0,0,0,1,102.660942077637,108.56143951416,64.1935501098633,"801","1","2","ByPlotYearly","61d69bc9-1927-4e99-bffd-17a11c3c3671"
"A009","360211302486","2016","0",94,15464.8408203125,15464.8408203125,190.453109741211,375,340,116,1.5026490688324,5964.1083984375,5964.1083984375,4827.5712890625,4827.5712890625,31482.416015625,31482.416015625,0,0,0,0,1,110.464965820312,108.94401550293,63.4468078613281,"801","1","2","ByPlotYearly","61d69bc9-1927-4e99-bffd-17a11c3c3671"
"A009","360211302486","2017","0",95,15489.150390625,15489.150390625,190.513641357422,379,342,116,1.50170862674713,5965.57568359375,5965.57568359375,4847.27392578125,4847.27392578125,31597.296875,31597.296875,0,0,0,0,1,120.46166229248,110.023818969727,62.7999992370605,"801","1","2","ByPlotYearly","61d69bc9-1927-4e99-bffd-17a11c3c3671"
"A009","360211302486","2018","0",96,15478.8837890625,15478.8837890625,190.538497924805,382,343,117,1.50230276584625,5963.28076171875,5963.28076171875,4871.59033203125,4871.59033203125,31954.7578125,31954.7578125,0,0,0,0,1,106.874153137207,95.6538543701172,62.1145820617676,"801","1","2","ByPlotYearly","61d69bc9-1927-4e99-bffd-17a11c3c3671"
"A009","360211302486","2019","0",97,15761.9970703125,15761.9970703125,191.557189941406,388,348,117,1.49272501468658,5974.50146484375,5974.50146484375,4894.4208984375,4894.4208984375,32027.578125,32027.578125,0,0,0,0,1,118.674415588379,123.773094177246,61.5979385375977,"801","1","2","ByPlotYearly","61d69bc9-1927-4e99-bffd-17a11c3c3671"
"A009","360211302486","2020","0",98,15336.919921875,15336.919921875,190.512847900391,387,346,117,1.50914144515991,5969.40185546875,5969.40185546875,4927.9541015625,4927.9541015625,32462.5625,32462.5625,0,0,0,0,1,93.337890625,101.213317871094,60.9081649780273,"801","1","2","ByPlotYearly","61d69bc9-1927-4e99-bffd-17a11c3c3671"
"A009","360211302486","2021","0",99,15468.6171875,15468.6171875,191.027847290039,391,350,118,1.50473141670227,5961.38671875,5961.38671875,4953.8291015625,4953.8291015625,33013.4140625,33013.4140625,0,0,0,0,1,96.9528121948242,104.730728149414,60.2121200561523,"801","1","2","ByPlotYearly","61d69bc9-1927-4e99-bffd-17a11c3c3671"
"A009","360211302486","2022","0",100,15443.544921875,15443.544921875,191.146270751953,393,352,118,1.5064183473587,5953.609375,5953.609375,4968.26220703125,4968.26220703125,33046.4296875,33046.4296875,0,0,0,0,1,95.9430847167969,106.028350830078,59.5400009155273,"801","1","2","ByPlotYearly","61d69bc9-1927-4e99-bffd-17a11c3c3671"
"A009","360211302486","2023","0",101,15340.009765625,15340.009765625,191.177093505859,395,353,118,1.51161575317383,5943.18408203125,5943.18408203125,4978.25634765625,4978.25634765625,32959.703125,32959.703125,0,0,0,0,1,89.5817260742188,107.171333312988,58.8415832519531,"801","1","2","ByPlotYearly","61d69bc9-1927-4e99-bffd-17a11c3c3671"
"A009","360211302486","2024","0",102,15199.98046875,15199.98046875,191.02294921875,396,354,119,1.51794958114624,5925.5947265625,5925.5947265625,4987.2978515625,4987.2978515625,32940.484375,32940.484375,0,0,0,0,1,89.0112533569336,105.164459228516,58.0980377197266,"801","1","2","ByPlotYearly","61d69bc9-1927-4e99-bffd-17a11c3c3671"
"A009","360211302486","2025","0",103,15063.779296875,15063.779296875,190.795623779297,396,355,119,1.52389001846313,5909.44140625,5909.44140625,4992.2109375,4992.2109375,32911.25,32911.25,0,0,0,0,0,0,0,57.3689308166504,"801","1","2","ByPlotYearly","61d69bc9-1927-4e99-bffd-17a11c3c3671"
"A009","360303102007","2004","0",92,1626,1626,130.922927856445,241,275,85,3.84223484992981,3252,3252,2396.39990234375,2396.39990234375,14994,14994,0,0,0,0,1,62.7164535522461,0.52711546421051,35.347827911377,"801","1","2","ByPlotYearly","1abd35b8-0967-4774-a342-85ae63f02d21"
"A009","360303102007","2005","0",93,4061.5185546875,4061.5185546875,133.541046142578,248,281,85,2.45527243614197,3314.18896484375,3314.18896484375,2451.00219726562,2451.00219726562,15225.9453125,15225.9453125,0,0,0,0,1,61.6221084594727,0.661916434764862,35.634407043457,"801","1","1","ByPlotYearly","1abd35b8-0967-4774-a342-85ae63f02d21"
"A009","360303102007","2006","0",94,6483.1572265625,6483.1572265625,136.19108581543,254,288,86,1.96253395080566,3375.1494140625,3375.1494140625,2504.34106445312,2504.34106445312,15587.9306640625,15587.9306640625,0,0,0,0,1,62.3581466674805,1.15225338935852,35.9042549133301,"801","1","1","ByPlotYearly","1abd35b8-0967-4774-a342-85ae63f02d21"
"A009","360303102007","2007","0",95,8869.328125,8869.328125,138.950317382812,262,296,86,1.69480967521667,3436.34545898438,3436.34545898438,2557.74633789062,2557.74633789062,16108.2509765625,16108.2509765625,0,0,0,0,1,108.992294311523,1.32477474212646,36.1684226989746,"801","1","1","ByPlotYearly","1abd35b8-0967-4774-a342-85ae63f02d21"
"A009","360303102007","2008","0",96,11222.37890625,11222.37890625,141.929061889648,271,304,87,1.52275395393372,3544.01342773438,3544.01342773438,2619.29833984375,2619.29833984375,16327.029296875,16327.029296875,0,0,0,0,1,64.7616882324219,0.377060055732727,36.9166679382324,"801","1","1","ByPlotYearly","1abd35b8-0967-4774-a342-85ae63f02d21"
